post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,meta:BigRepairShopCustomerAccount_have_wholesale_price,meta:BigRepairShopCustomerAccount_wholesale_minimum_order_quantity,meta:BigRepairShopCustomerAccount_wholesale_order_quantity_step,meta:BigRepairShopCustomerAccount_wholesale_price,meta:BigRepairShopCustomerAccount_wholesale_sale_price,meta:BigRepairShopCustomerAccount_wholesale_sale_price_dates_from,meta:BigRepairShopCustomerAccount_wholesale_sale_price_dates_to,meta:Price_RMB,meta:Purchase_Price,meta:Purchase_Price2,meta:SmallRepairShopCustomerAccount_have_wholesale_price,meta:SmallRepairShopCustomerAccount_wholesale_minimum_order_quantity,meta:SmallRepairShopCustomerAccount_wholesale_order_quantity_step,meta:SmallRepairShopCustomerAccount_wholesale_price,meta:SmallRepairShopCustomerAccount_wholesale_sale_price,meta:SmallRepairShopCustomerAccount_wholesale_sale_price_dates_from,meta:SmallRepairShopCustomerAccount_wholesale_sale_price_dates_to,meta:Wholesale_Customer,meta:atum_purchase_price,meta:custom_badges_text,meta:mf_pbt_product_ids,meta:partner_customerpp_have_wholesale_price,meta:partner_customerpp_wholesale_minimum_order_quantity,meta:partner_customerpp_wholesale_order_quantity_step,meta:partner_customerpp_wholesale_price,meta:partner_customerpp_wholesale_sale_price,meta:partner_customerpp_wholesale_sale_price_dates_from,meta:partner_customerpp_wholesale_sale_price_dates_to,meta:price_in_rmb,meta:product_features_desc,meta:total_sales,meta:video_position,meta:wc_cog_cost,meta:wc_cog_cost_or_purchase_price,meta:wholesale_customer_have_wholesale_price,meta:wholesale_customer_wholesale_minimum_order_quantity,meta:wholesale_customer_wholesale_order_quantity_step,meta:wholesale_customer_wholesale_price,meta:wholesale_customer_wholesale_sale_price,meta:wholesale_customer_wholesale_sale_price_dates_from,meta:wholesale_customer_wholesale_sale_price_dates_to,meta:woocommerce_position_meta,meta:wwp_data,meta:wwpp_ignore_cat_level_wholesale_discount,meta:wwpp_ignore_role_level_wholesale_discount,meta:wwpp_post_meta_enable_quantity_discount_rule,meta:wwpp_product_hash,meta:wwpp_product_wholesale_visibility_filter,attribute:pa_branding,attribute_data:pa_branding,attribute_default:pa_branding,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_ean,attribute_data:pa_ean,attribute_default:pa_ean,attribute:pa_filter,attribute_data:pa_filter,attribute_default:pa_filter,attribute:pa_filter-for-cases,attribute_data:pa_filter-for-cases,attribute_default:pa_filter-for-cases,attribute:pa_filter-for-huawei-tempered,attribute_data:pa_filter-for-huawei-tempered,attribute_default:pa_filter-for-huawei-tempered,attribute:pa_filter-for-iwatch-bands,attribute_data:pa_filter-for-iwatch-bands,attribute_default:pa_filter-for-iwatch-bands,attribute:pa_filter-for-iwatch-protection,attribute_data:pa_filter-for-iwatch-protection,attribute_default:pa_filter-for-iwatch-protection,attribute:pa_filter-for-leather-case,attribute_data:pa_filter-for-leather-case,attribute_default:pa_filter-for-leather-case,attribute:pa_filter-for-samsung-cases,attribute_data:pa_filter-for-samsung-cases,attribute_default:pa_filter-for-samsung-cases,attribute:pa_filter-for-samsung-tempered,attribute_data:pa_filter-for-samsung-tempered,attribute_default:pa_filter-for-samsung-tempered,attribute:pa_filter-for-silicone-case,attribute_data:pa_filter-for-silicone-case,attribute_default:pa_filter-for-silicone-case,attribute:pa_filter-for-tempered-glass,attribute_data:pa_filter-for-tempered-glass,attribute_default:pa_filter-for-tempered-glass,attribute:pa_filter-for-xiaomi-tempered,attribute_data:pa_filter-for-xiaomi-tempered,attribute_default:pa_filter-for-xiaomi-tempered,attribute:pa_hscode,attribute_data:pa_hscode,attribute_default:pa_hscode,attribute:pa_master-filter,attribute_data:pa_master-filter,attribute_default:pa_master-filter,attribute:pa_part-category,attribute_data:pa_part-category,attribute_default:pa_part-category,attribute:pa_privacy-filter,attribute_data:pa_privacy-filter,attribute_default:pa_privacy-filter,attribute:pa_quality,attribute_data:pa_quality,attribute_default:pa_quality,attribute:pa_website-filter,attribute_data:pa_website-filter,attribute_default:pa_website-filter,meta:_atum_attachments,meta:_download_expiry,meta:_download_limit,meta:_downloadable,meta:_is_new,meta:_product_version,meta:_purchase_note,meta:_purchase_price,meta:_sale_price_dates_to,meta:_sold_individually,meta:_tax_class,meta:_tax_status,meta:_wc_average_rating,meta:_wc_review_count,meta:_wcml_custom_prices_status,meta:_woocs_price_user_role_name,meta:_woocs_regular_price_user_role,meta:_woocs_sale_price_user_role,meta:_wp_page_template,meta:_wwof_variations_cache_version,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_primary_product_cat
"PanzerGlass edge to edge (1 Piece), iPhone XR, iPhone 11",panzerglass-edge-to-edge-1-piece-iphone-xr-iphone-11,,54757,,,publish,,0,"2023-09-24 19:38:20",409,open,PANZ019,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-edge-to-edge-1-Piece-iPhone-XR-iPhone-11.jpg ! alt :  ! title : PanzerGlass edge to edge (1 Piece), iPhone XR, iPhone 11 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-edge-to-edge-1-piece-iphone-xr-iphone-11/,,simple,outofstock,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,19,,,,,4,,yes,,,18.95,,,,,,,,yes,,,4,,,,,,14,,,,yes,,,16.8,,,,,,,,,,all,,,,,,,5711724026652,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"PanzerGlass Screen Protector Privacy (1 Piece), iPhone 12, iPhone 12 Pro",panzerglass-screen-protector-privacy-1-piece-iphone-12-iphone-12-pro,,54758,,,publish,,0,"2023-09-24 19:38:21",409,open,PANZ018,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Screen-Protector-Privacy-1-Piece-iPhone-12-iPhone-12-Pro.jpg ! alt :  ! title : PanzerGlass Screen Protector Privacy (1 Piece), iPhone 12, iPhone 12 Pro ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-screen-protector-privacy-1-piece-iphone-12-iphone-12-pro/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12.2,,,,,4,,yes,,,17.95,,,,,,,,yes,,,4,,,,,,5,,,,yes,,,11.2,,,,,,,,,,all,,,,,,,5711724127083,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.6.1,,,,no,,taxable,0,0,,,,,,,,,
"PanzerGlass Display protection (1 Piece), Google Pixel 7",panzerglass-display-protection-1-piece-google-pixel-7,,54759,,,publish,,0,"2023-09-24 19:38:21",409,open,PANZ017,,,no,no,36,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Display-protection-1-Piece-Google-Pixel-7.jpg ! alt :  ! title : PanzerGlass Display protection (1 Piece), Google Pixel 7 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-display-protection-1-piece-google-pixel-7/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,9,,,,,6,,yes,,,23.95,,,,,,,,yes,,,6,,,,,,15,,,,yes,,,6,,,,,,,,,6a65ce75bbfdc8.91930007,all,,,,,,,5711724047725,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17850568852197,,,
"PanzerGlass Camera Protector iP 6.1, 6.7 inch Pro 2022 (1 Piece), iPhone 14 Pro",panzerglass-camera-protector-ip-6-1-6-7-inch-pro-2022-1-piece-iphone-14-pro,,54760,,,publish,,0,"2023-09-24 19:38:21",409,open,PANZ016,,,no,no,406,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Camera-Protector-iP-6.1-6.7-inch-Pro-2022-1-Piece-iPhone-14-Pro.jpg ! alt :  ! title : PanzerGlass Camera Protector iP 6.1, 6.7 inch Pro 2022 (1 Piece), iPhone 14 Pro ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-camera-protector-ip-6-1-6-7-inch-pro-2022-1-piece-iphone-14-pro/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12.2,,,,,,,yes,,,17.95,,,,,,,,,,,,,,,,,15,,,,yes,,,11.2,,,,,,,,,6a5fd7b47f4f09.72385743,all,,,,,,,5711724004001,1|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,0|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17846660361680,,,
"PanzerGlass Classic Fit (1 Piece), Galaxy A54 5G",panzerglass-classic-fit-1-piece-galaxy-a54-5g,,54761,,,publish,,0,"2023-09-24 19:38:21",409,open,PANZ015,,,no,no,96,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Classic-Fit-1-Piece-Galaxy-A54-5G.jpg ! alt :  ! title : PanzerGlass Classic Fit (1 Piece), Galaxy A54 5G ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-classic-fit-1-piece-galaxy-a54-5g/,,simple,,"Accesoires > Tempered Glass for Samsung",,,,yes,,,13,,,,,2.43,,yes,,,16.95,,,,,,,,yes,,,2.43,,,,,,13,,,,yes,,,8,,,,,,,,,6a6877d8838388.68886619,all,,,,,,,5711724073281,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"Samsung Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17852313203446,,,
"PanzerGlass Screen Protector (1 Piece), iPhone 12 Mini",panzerglass-screen-protector-1-piece-iphone-12-mini,,54762,,,publish,,0,"2023-09-24 19:38:22",409,open,PANZ014,,,no,no,459,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Screen-Protector-1-Piece-iPhone-12-Mini.jpg ! alt :  ! title : PanzerGlass Screen Protector (1 Piece), iPhone 12 Mini ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-screen-protector-1-piece-iphone-12-mini/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,7,,,,,3.5,,yes,,,12.95,,,,,,,,yes,,,3.5,,,,,,15,,,,yes,,,5,,,,,,,,,,all,,,,,,,5711724027079,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.1,,,,no,,taxable,0,0,,,,,,17835818127604,,,
"PanzerGlass standard fit (1 Piece), iPhone 7, iPhone 8, iPhone 6, iPhone 6s",panzerglass-standard-fit-1-piece-iphone-7-iphone-8-iphone-6-iphone-6s,,54763,,,publish,,0,"2023-09-24 19:38:22",409,open,PANZ013,,,no,no,141,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-standard-fit-1-Piece-iPhone-7-iPhone-8-iPhone-6-iPhone-6s.jpg ! alt :  ! title : PanzerGlass standard fit (1 Piece), iPhone 7, iPhone 8, iPhone 6, iPhone 6s ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-standard-fit-1-piece-iphone-7-iphone-8-iphone-6-iphone-6s/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12.2,,,,,3.5,,yes,,,15.95,,,,,,,,yes,,,3.5,,,,,,15,,,,yes,,,11.2,,,,,,,,,6a6a2b76443368.08617015,all,,,,,,,5711724026843,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17853428383652,,,
"PanzerGlass Ultra-Wide Fit Privacy (1 Piece), iPhone 14, iPhone 13 Pro, iPhone 13",panzerglass-ultra-wide-fit-privacy-1-piece-iphone-14-iphone-13-pro-iphone-13,,54764,,,publish,,0,"2023-09-24 19:38:23",409,open,PANZ012,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Ultra-Wide-Fit-Privacy-1-Piece-iPhone-14-iPhone-13-Pro-iPhone-13.jpg ! alt :  ! title : PanzerGlass Ultra-Wide Fit Privacy (1 Piece), iPhone 14, iPhone 13 Pro, iPhone 13 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-ultra-wide-fit-privacy-1-piece-iphone-14-iphone-13-pro-iphone-13/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,22,,,,,6,,yes,,,26.95,,,,,,,,yes,,,6,,,,,,5,,,,yes,,,20.9,,,,,,,,,,all,,,,,,,5711724127830,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.3.4,,,,no,,taxable,0,0,,,,,,,,,
"PanzerGlass standard fit (1 Piece), iPhone 11 Pro, iPhone XS, iPhone X",panzerglass-standard-fit-1-piece-iphone-11-pro-iphone-xs-iphone-x,,54765,,,publish,,0,"2023-09-24 19:38:23",409,open,PANZ011,,,no,no,56,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-standard-fit-1-Piece-iPhone-11-Pro-iPhone-XS-iPhone-X.jpg ! alt :  ! title : PanzerGlass standard fit (1 Piece), iPhone 11 Pro, iPhone XS, iPhone X ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-standard-fit-1-piece-iphone-11-pro-iphone-xs-iphone-x/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12.2,,,,,12.72,,yes,,,16.95,,,,,,,,yes,,,12.72,,,,,,0,,,,yes,,,11.2,,,,,,,,,6a686294a039d9.35741531,all,,,,,,,5711724026614,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17852258763276,,,
"PanzerGlass Classic Fit (1 Piece), iPhone 14 Pro",panzerglass-classic-fit-1-piece-iphone-14-pro,,54766,,,publish,,0,"2023-09-24 19:38:24",409,open,PANZ010,,,no,no,224,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Classic-Fit-1-Piece-iPhone-14-Pro.jpg ! alt :  ! title : PanzerGlass Classic Fit (1 Piece), iPhone 14 Pro ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-classic-fit-1-piece-iphone-14-pro/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,13.2,,,,,11.23,,yes,,,19.95,,,,,,,,yes,,,11.23,,,,,,15,,,,yes,,,12.2,,,,,,,,,,all,,,,,,,5711724027680,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17841296883603,,,
"PanzerGlass Case Friendly (1 Piece), iPhone 6s, iPhone 7, iPhone 8, iPhone SE (2020), iPhone SE (2022), iPhone 6",panzerglass-case-friendly-1-piece-iphone-6s-iphone-7-iphone-8-iphone-se-2020-iphone-se-2022-iphone-6,,54767,,,publish,,0,"2023-09-24 19:38:24",409,open,PANZ009,,,no,no,424,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Case-Friendly-1-Piece-iPhone-6s-iPhone-7-iPhone-8-iPhone-SE-2020-iPhone-SE-2022-iPhone-6.jpg ! alt :  ! title : PanzerGlass Case Friendly (1 Piece), iPhone 6s, iPhone 7, iPhone 8, iPhone SE (2020), iPhone SE (2022), iPhone 6 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-case-friendly-1-piece-iphone-6s-iphone-7-iphone-8-iphone-se-2020-iphone-se-2022-iphone-6/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,14,,,,,6.94,,yes,,,20.95,,,,,,,,yes,,,6.94,,,,,,10,,,,yes,,,9,,,,,,,,,6a5e8688924dd6.35238442,all,,,,,,,5711724026799,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17845797208934,,,
"PanzerGlass Edge to Edge (1 Piece), Galaxy A52, Galaxy A52 5G",panzerglass-edge-to-edge-1-piece-galaxy-a52-galaxy-a52-5g,,54768,,,publish,,0,"2023-09-24 19:38:25",409,open,PANZ008,,,no,no,84,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Edge-to-Edge-1-Piece-Galaxy-A52-Galaxy-A52-5G.jpg ! alt :  ! title : PanzerGlass Edge to Edge (1 Piece), Galaxy A52, Galaxy A52 5G ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-edge-to-edge-1-piece-galaxy-a52-galaxy-a52-5g/,,simple,,"Accesoires > Tempered Glass for Samsung",,,,yes,,,19,,,,,2.7,,yes,,,20.95,,,,,,,,yes,,,2.7,,,,,,5,,,,yes,,,16.8,,,,,,,,,6a666145a41e05.76999396,all,,,,,,,5711724072536,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"Samsung Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17850944692718,,,
"PanzerGlass Screen Protector (1 Piece), iPhone 12, iPhone 12 Pro",panzerglass-screen-protector-1-piece-iphone-12-iphone-12-pro,,54769,,,publish,,0,"2023-09-24 19:38:25",409,open,PANZ007,,,no,no,103,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Screen-Protector-1-Piece-iPhone-12-iPhone-12-Pro.jpg ! alt :  ! title : PanzerGlass Screen Protector (1 Piece), iPhone 12, iPhone 12 Pro ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-screen-protector-1-piece-iphone-12-iphone-12-pro/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12.2,,,,,2.7,,yes,,,18.95,,,,,,,,yes,,,2.7,,,,,,21,,,,yes,,,11.2,,,,,,,,,6a6444a2157db5.39339579,all,,,,,,,5711724027086,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17849560664683,,,
"PanzerGlass Standard Fit (1 Piece), iPhone 13 mini",panzerglass-standard-fit-1-piece-iphone-13-mini,,54770,,,publish,,0,"2023-09-24 19:38:25",409,open,PANZ006,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Standard-Fit-1-Piece-iPhone-13-mini.jpg ! alt :  ! title : PanzerGlass Standard Fit (1 Piece), iPhone 13 mini ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-standard-fit-1-piece-iphone-13-mini/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,11,,,,,2.7,,yes,,,12.95,,,,,,,,yes,,,2.7,,,,,,8,,,,yes,,,8,,,,,,,,,,all,,,,,,,5711724027413,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"PanzerGlass Case Friendly (1 Piece), Galaxy S22",panzerglass-case-friendly-1-piece-galaxy-s22,,54771,,,publish,,0,"2023-09-24 19:38:26",409,open,PANZ005,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Case-Friendly-1-Piece-Galaxy-S22.jpg ! alt :  ! title : PanzerGlass Case Friendly (1 Piece), Galaxy S22 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-case-friendly-1-piece-galaxy-s22/,,simple,outofstock,"Accesoires > Tempered Glass for Samsung",,,,yes,,,19,,,,,4,,yes,,,14.95,,,,,,,,yes,,,4,,,,,,12,,,,yes,,,16.8,,,,,,,,,,all,,,,,,,5711724072932,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"Samsung Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"PanzerGlass Ultra-Wide Fit (1 Piece), iPhone 14 Pro",panzerglass-ultra-wide-fit-1-piece-iphone-14-pro,,54772,,,publish,,0,"2023-09-24 19:38:26",409,open,PANZ004,,,no,no,627,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Ultra-Wide-Fit-1-Piece-iPhone-14-Pro.jpg ! alt :  ! title : PanzerGlass Ultra-Wide Fit (1 Piece), iPhone 14 Pro ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-ultra-wide-fit-1-piece-iphone-14-pro/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,22,,,,,2.7,,yes,,,27.95,,,,,,,,yes,,,2.7,,,,,,10,,,,yes,,,20.9,,,,,,,,,6a683836983746.57384066,all,,,,,,,5711724027840,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17852150309477,,,
"PanzerGlass standard fit (1 Piece), iPhone XR, iPhone 11",panzerglass-standard-fit-1-piece-iphone-xr-iphone-11,,54773,,,publish,,0,"2023-09-24 19:38:26",409,open,PANZ003,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-standard-fit-1-Piece-iPhone-XR-iPhone-11.jpg ! alt :  ! title : PanzerGlass standard fit (1 Piece), iPhone XR, iPhone 11 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-standard-fit-1-piece-iphone-xr-iphone-11/,,simple,outofstock,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12.2,,,,,4,,yes,,,17.95,,,,,,,,yes,,,4,,,,,,16,,,,yes,,,11.2,,,,,,,,,,all,,,,,,,5711724026621,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.8.1,,,,no,,taxable,0,0,,,,,,,,,
"PanzerGlass Classic Fit (1 Piece) iPhone 14, iPhone 13 Pro, iPhone 13",panzerglass-classic-fit-1-piece-iphone-14-iphone-13-pro-iphone-13,,54774,,,publish,,0,"2023-09-24 19:38:26",409,open,PANZ002,,,no,no,1089,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://ferrytelecom.com/wp-content/uploads/2023/09/PanzerGlass-Classic-Fit-1-Piece-iPhone-14-iPhone-13-Pro-iPhone-13.png ! alt :  ! title : PanzerGlass Classic Fit (1 Piece) iPhone 14, iPhone 13 Pro, iPhone 13 ! desc :  ! caption : ",,https://ferrytelecom.com/product/panzerglass-classic-fit-1-piece-iphone-14-iphone-13-pro-iphone-13/,,simple,,"Accesoires > Tempered Glass for iPhone & iPad",,,,yes,,,12,,,,,2.43,,yes,,,16.95,,,,,,,,yes,,,2.43,,,,,,10,,,,yes,,,7,,,,,,,,,6a6b74249c69c1.50729975,all,,,,,,,5711724027673,0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007.2900,1|1|1,,,,,"iPhone Tempered Glass",3|1|1,,,,,PanzerGlass,2|1|1,,,,,,'-1,'-1,no,,10.9.4,,,,no,,taxable,0,0,,,,,,17854269809458,,,
